gene_id	gene_short_name	locus	FPKM	TPM	ln(TPM)
CV702_RS00265	-	NZ_CP024954.1:52512-52863	59.8059	29.29265224	3.377336708
CV702_RS02020	ugpC	NZ_CP024954.1:403648-404785	59.9941	29.38483172	3.380478613
CV702_RS10420	-	NZ_CP024954.1:2167774-2168503	60.32	29.54445603	3.385896113
CV702_RS12315	-	NZ_CP024954.1:1251215-1251565	60.444	29.60519066	3.387949706
CV702_RS06070	xerS	NZ_CP024954.1:1283951-1285022	61.1953	29.97317391	3.400302779
CV702_RS03455	-	NZ_CP024954.1:692819-693788	61.308	30.02837385	3.40214273
CV702_RS06930	-	NZ_CP024954.1:1467437-1467824	61.3565	30.05212892	3.402933504
CV702_RS05605	-	NZ_CP024954.1:1151747-1152389	61.6376	30.1898104	3.407504463
CV702_RS06705	-	NZ_CP024954.1:1419836-1420553	62.267	30.49808759	3.41766398
CV702_RS09685	-	NZ_CP024954.1:2033946-2034189	62.3147	30.52145083	3.418429742
CV702_RS02505	-	NZ_CP024954.1:490355-492683	62.8301	30.77389136	3.426666647
CV702_RS09535	-	NZ_CP024954.1:2008855-2009362	62.9641	30.83952394	3.428797112
CV702_RS05315	-	NZ_CP024954.1:1089765-1090353	63.2337	30.97157277	3.433069776
CV702_RS11575	mreC	NZ_CP024954.1:2381800-2382676	63.5803	31.14133584	3.438536063
CV702_RS05920	rnr	NZ_CP024954.1:1252160-1254158	63.6213	31.16141745	3.439180709
CV702_RS06025	-	NZ_CP024954.1:1273283-1275011	63.7522	31.22553166	3.441236083
CV702_RS02800	rnz	NZ_CP024954.1:543334-544258	63.797	31.24747449	3.441938557
CV702_RS08755	pheA	NZ_CP024954.1:1847089-1847929	63.9021	31.29895198	3.443584614
CV702_RS06410	ylqF	NZ_CP024954.1:1358653-1359502	63.9068	31.30125402	3.443658161
CV702_RS01925	-	NZ_CP024954.1:383354-383546	64.255	31.47180077	3.449091931
CV702_RS08360	-	NZ_CP024954.1:1761499-1762288	64.459	31.57171902	3.452261752
CV702_RS03840	-	NZ_CP024954.1:771121-771673	64.4761	31.58009452	3.452527002
CV702_RS04570	-	NZ_CP024954.1:941085-941619	64.5808	31.63137609	3.454149542
CV702_RS02225	-	NZ_CP024954.1:444970-445429	64.5901	31.63593119	3.454293538
CV702_RS08045	-	NZ_CP024954.1:1697509-1698346	65.0218	31.84737585	3.460954988
CV702_RS07125	-	NZ_CP024954.1:1493290-1493683	65.1934	31.93142473	3.463590626
CV702_RS00065	mfd	NZ_CP024954.1:16562-20048	65.1949	31.93215942	3.463613634
CV702_RS06575	-	NZ_CP024954.1:1391822-1392242	66.2304	32.43934252	3.479371961
CV702_RS11665	-	NZ_CP024954.1:2403626-2404154	66.2474	32.44766904	3.479628608
CV702_RS08115	-	NZ_CP024954.1:1708458-1708731	66.4811	32.56213421	3.483150086
CV702_RS05310	-	NZ_CP024954.1:1088531-1089743	67.3191	32.97258273	3.49567639
CV702_RS02050	-	NZ_CP024954.1:413105-413591	67.5884	33.10448462	3.49966876
CV702_RS08455	-	NZ_CP024954.1:1785812-1787042	67.7039	33.16105598	3.501376175
CV702_RS03820	-	NZ_CP024954.1:766659-767778	67.8301	33.22286815	3.503238439
CV702_RS09330	-	NZ_CP024954.1:1968356-1969127	67.9716	33.2921742	3.50532236
CV702_RS11495	-	NZ_CP024954.1:2367725-2368073	68.009	33.31049254	3.505872439
CV702_RS02660	-	NZ_CP024954.1:518814-520011	68.1007	33.35540678	3.507219881
CV702_RS07860	-	NZ_CP024954.1:1660114-1661434	68.758	33.67734927	3.516825483
CV702_RS10245	mgrA	NZ_CP024954.1:2135702-2136707	69.0935	33.84167561	3.521693049
CV702_RS09450	-	NZ_CP024954.1:1994269-1994674	69.2269	33.90701431	3.523621905
CV702_RS05875	-	NZ_CP024954.1:1241239-1243870	69.7947	34.18512011	3.531790465
CV702_RS04620	-	NZ_CP024954.1:952783-953617	69.9114	34.24227923	3.533461115
CV702_RS07865	-	NZ_CP024954.1:1661423-1662902	70.3606	34.46229531	3.539865837
CV702_RS07035	-	NZ_CP024954.1:1479353-1480214	70.3739	34.46880959	3.540054845
CV702_RS08375	-	NZ_CP024954.1:1763313-1763640	70.3832	34.47336468	3.540186988
CV702_RS01870	-	NZ_CP024954.1:373771-374161	70.8112	34.6829971	3.54624957
CV702_RS02630	prmC	NZ_CP024954.1:513126-513939	70.8184	34.68652362	3.546351243
CV702_RS05545	-	NZ_CP024954.1:1141874-1143179	71.1219	34.83517651	3.550627696
CV702_RS05285	-	NZ_CP024954.1:1082826-1083846	71.1998	34.87333157	3.551722399
CV702_RS10845	-	NZ_CP024954.1:2240705-2241515	71.7796	35.15731492	3.559832703
CV702_RS04925	rapZ	NZ_CP024954.1:1015462-1016350	71.8064	35.17044144	3.560205998
CV702_RS06445	-	NZ_CP024954.1:1365766-1367512	71.8456	35.18964142	3.560751761
CV702_RS03355	-	NZ_CP024954.1:674744-674963	71.9228	35.22745362	3.561825711
CV702_RS01460	-	NZ_CP024954.1:286001-286352	72.1362	35.33197595	3.564788388
CV702_RS10045	-	NZ_CP024954.1:2096190-2097669	72.2567	35.39099629	3.566457446
CV702_RS02210	-	NZ_CP024954.1:442722-443283	72.696	35.60616339	3.572518752
CV702_RS05515	-	NZ_CP024954.1:1136904-1137345	72.8352	35.6743429	3.574431744
CV702_RS10075	-	NZ_CP024954.1:2101698-2102376	72.9386	35.72498774	3.575850381
CV702_RS06860	-	NZ_CP024954.1:1451952-1453851	73.0408	35.77504483	3.577250579
CV702_RS01040	yhbY	NZ_CP024954.1:207465-207780	73.1166	35.81217132	3.578287817
CV702_RS12080	-	NZ_CP024954.1:514460-515354	73.6545	36.07563224	3.58561763
CV702_RS09675	-	NZ_CP024954.1:2033029-2033497	73.6884	36.0922363	3.586077781
CV702_RS08765	aroA	NZ_CP024954.1:1848442-1849735	73.8021	36.14792604	3.587619576
CV702_RS10475	arcC	NZ_CP024954.1:2177420-2178365	74.0884	36.28815445	3.591491364
CV702_RS07045	-	NZ_CP024954.1:1481235-1482072	74.3843	36.43308489	3.595477287
CV702_RS03055	-	NZ_CP024954.1:608656-610636	74.7112	36.593199	3.599862403
CV702_RS01825	-	NZ_CP024954.1:363060-365103	74.7305	36.60265205	3.600120698
CV702_RS00595	-	NZ_CP024954.1:111640-117592	74.8214	36.64717444	3.60133633
CV702_RS10460	-	NZ_CP024954.1:2173365-2174859	74.8662	36.66911728	3.60193491
CV702_RS02940	-	NZ_CP024954.1:579076-580240	74.9305	36.70061112	3.602793407
CV702_RS06040	ilvA	NZ_CP024954.1:1276603-1277854	75.5843	37.02083932	3.611480979
CV702_RS08485	-	NZ_CP024954.1:1790924-1791200	75.8354	37.14382694	3.614797591
CV702_RS07040	-	NZ_CP024954.1:1480442-1481243	75.8436	37.14784326	3.614905715
CV702_RS01025	yqeH	NZ_CP024954.1:204344-205520	75.937	37.19359015	3.616136439
CV702_RS03720	-	NZ_CP024954.1:745688-745943	76.3814	37.4112552	3.6219716
CV702_RS02970	-	NZ_CP024954.1:587275-588730	76.9599	37.69460182	3.629516896
CV702_RS04950	-	NZ_CP024954.1:1019996-1021619	77.0297	37.72878953	3.630423451
CV702_RS06940	-	NZ_CP024954.1:1468139-1468397	77.1777	37.80127925	3.632342945
CV702_RS03195	-	NZ_CP024954.1:634586-636167	78.1998	38.30189908	3.645499479
CV702_RS12140	-	NZ_CP024954.1:1475614-1475938	78.2078	38.30581745	3.645601776
CV702_RS03190	-	NZ_CP024954.1:633699-634524	78.2603	38.3315317	3.64627284
CV702_RS03730	-	NZ_CP024954.1:746535-747279	78.3831	38.39167857	3.647840732
CV702_RS02290	-	NZ_CP024954.1:457061-457841	78.6754	38.53484576	3.651562917
CV702_RS06820	arsC	NZ_CP024954.1:1445760-1446162	78.7963	38.59406201	3.653098431
CV702_RS10340	-	NZ_CP024954.1:2153251-2153461	78.9722	38.68021702	3.655328281
CV702_RS03320	-	NZ_CP024954.1:667137-668013	79.0947	38.74021695	3.656878258
CV702_RS08955	-	NZ_CP024954.1:1887054-1888026	79.152	38.76828222	3.657602444
CV702_RS07975	obgE	NZ_CP024954.1:1684467-1685781	79.2319	38.80741687	3.658611385
CV702_RS08660	-	NZ_CP024954.1:1824635-1825193	79.8169	39.09394716	3.665967651
CV702_RS03105	-	NZ_CP024954.1:621860-622697	80.0266	39.19665724	3.668591469
CV702_RS11270	-	NZ_CP024954.1:2333169-2333616	80.1254	39.24504903	3.669825297
CV702_RS04795	-	NZ_CP024954.1:988205-988781	80.2393	39.30083672	3.671245809
CV702_RS08775	-	NZ_CP024954.1:1850922-1851798	80.3107	39.33580811	3.672135252
CV702_RS00575	-	NZ_CP024954.1:107249-108035	80.7804	39.56586499	3.677966751
CV702_RS07925	-	NZ_CP024954.1:1673073-1673385	80.9228	39.63561185	3.679728003
CV702_RS01675	-	NZ_CP024954.1:329531-331103	81.0884	39.71672196	3.681772307
CV702_RS05585	folE	NZ_CP024954.1:1147699-1148749	81.3568	39.84818303	3.685076809
CV702_RS04835	-	NZ_CP024954.1:996145-996733	81.4382	39.88805237	3.68607684
CV702_RS05695	-	NZ_CP024954.1:1169949-1170645	81.6417	39.98772573	3.68857255
CV702_RS08925	-	NZ_CP024954.1:1882205-1883138	81.8842	40.1065011	3.691538443
CV702_RS08835	-	NZ_CP024954.1:1862187-1863048	82.0769	40.20088467	3.693889002
CV702_RS02885	coaE	NZ_CP024954.1:564350-565010	82.1592	40.24119483	3.694891218
CV702_RS01425	phnE	NZ_CP024954.1:276518-277328	82.4043	40.36124367	3.697870009
CV702_RS09750	-	NZ_CP024954.1:2040381-2040792	82.4447	40.3810314	3.698360155
CV702_RS00975	-	NZ_CP024954.1:193742-194096	82.5691	40.44196194	3.699867908
CV702_RS06565	-	NZ_CP024954.1:1389360-1390533	82.7465	40.52885164	3.702014107
CV702_RS11140	-	NZ_CP024954.1:2306814-2307159	82.992	40.6490964	3.704976607
CV702_RS06475	-	NZ_CP024954.1:1372284-1372686	83.1751	40.73877793	3.707180414
CV702_RS05405	-	NZ_CP024954.1:1113802-1114432	83.6703	40.98132459	3.713116465
CV702_RS06390	-	NZ_CP024954.1:1353307-1354708	83.8843	41.0861408	3.715670858
CV702_RS03585	-	NZ_CP024954.1:721755-722454	83.8959	41.09182243	3.715809134
CV702_RS09205	-	NZ_CP024954.1:1943901-1944213	84.1181	41.20065495	3.718454153
CV702_RS11415	-	NZ_CP024954.1:2351275-2351635	84.5759	41.42488327	3.723881745
CV702_RS11905	-	NZ_CP024954.1:272304-272523	84.5855	41.4295853	3.723995247
CV702_RS00710	-	NZ_CP024954.1:139519-139759	85.092	41.67766665	3.729965413
CV702_RS02545	-	NZ_CP024954.1:498930-499293	85.2121	41.73649108	3.731375832
CV702_RS07650	-	NZ_CP024954.1:1617002-1618049	85.305	41.78199307	3.732465459
CV702_RS03085	-	NZ_CP024954.1:618049-618871	85.8321	42.0401642	3.738625452
CV702_RS12280	-	NZ_CP024954.1:1647490-1649566	86.2206	42.2304497	3.743141518
CV702_RS12030	-	NZ_CP024954.1:201060-201249	86.434	42.33497203	3.745613506
CV702_RS03100	-	NZ_CP024954.1:620837-621218	86.7252	42.47760043	3.748976888
CV702_RS02455	-	NZ_CP024954.1:482138-482948	86.8878	42.55724116	3.750850021
CV702_RS07655	-	NZ_CP024954.1:1618160-1618430	86.9715	42.59823703	3.751812868
CV702_RS01500	-	NZ_CP024954.1:293354-293903	87.046	42.63472678	3.752669104
CV702_RS04710	-	NZ_CP024954.1:972598-973498	87.4356	42.82555106	3.757134912
CV702_RS02830	greA	NZ_CP024954.1:550610-551084	87.4899	42.85214694	3.757755748
CV702_RS02060	-	NZ_CP024954.1:415360-417670	87.6673	42.93903664	3.759781357
CV702_RS08825	-	NZ_CP024954.1:1860086-1861010	87.7167	42.96323253	3.760344693
CV702_RS04635	-	NZ_CP024954.1:956697-957996	87.7675	42.98811414	3.760923662
CV702_RS03885	-	NZ_CP024954.1:783081-783444	87.8847	43.04551815	3.762258117
CV702_RS00030	-	NZ_CP024954.1:10279-10837	88.0794	43.14088131	3.76447107
CV702_RS00585	-	NZ_CP024954.1:108772-110719	88.4436	43.31926478	3.76859745
CV702_RS06105	-	NZ_CP024954.1:1289669-1290131	88.6908	43.44034219	3.771388553
CV702_RS11745	-	NZ_CP024954.1:2414028-2415099	89.0282	43.60559914	3.775185563
CV702_RS03235	rnmV	NZ_CP024954.1:642572-643193	89.3037	43.74053777	3.77827531
CV702_RS10565	-	NZ_CP024954.1:2202615-2204907	90.0548	44.10842306	3.786650763
CV702_RS01145	dhaL	NZ_CP024954.1:223813-224392	90.0714	44.11655366	3.786835079
CV702_RS08015	-	NZ_CP024954.1:1694464-1694995	90.0841	44.12277406	3.786976068
CV702_RS05600	-	NZ_CP024954.1:1150337-1151621	90.5442	44.34812891	3.792070519
CV702_RS02170	-	NZ_CP024954.1:436666-437320	90.8763	44.51078995	3.79573163
CV702_RS08355	aroD	NZ_CP024954.1:1760674-1761355	90.8842	44.51465933	3.795818558
CV702_RS11095	-	NZ_CP024954.1:2297119-2297614	90.9333	44.53870828	3.79635866
CV702_RS05260	-	NZ_CP024954.1:1078880-1079459	91.0712	44.60625106	3.797874008
CV702_RS09470	macP	NZ_CP024954.1:1997557-1997836	91.1227	44.63147552	3.798439339
CV702_RS01215	-	NZ_CP024954.1:238119-239997	91.2777	44.7073938	3.800138897
CV702_RS05555	-	NZ_CP024954.1:1143740-1144250	91.3656	44.75044682	3.801101429
CV702_RS06555	-	NZ_CP024954.1:1385855-1386089	91.5204	44.82626714	3.802794288
CV702_RS05685	cls	NZ_CP024954.1:1165372-1166821	91.5553	44.843361	3.803175551
CV702_RS03520	trmB	NZ_CP024954.1:706418-707072	92.2481	45.18269122	3.810714076
CV702_RS10080	-	NZ_CP024954.1:2102466-2102964	92.8739	45.48920516	3.817475048
CV702_RS05020	-	NZ_CP024954.1:1035458-1035998	94.0216	46.05134329	3.829756932
CV702_RS08610	-	NZ_CP024954.1:1815581-1816556	94.0884	46.08406162	3.830467155
CV702_RS08945	tenA	NZ_CP024954.1:1886040-1886697	94.2842	46.17996355	3.832546015
CV702_RS05415	pcrA	NZ_CP024954.1:1115309-1117586	94.3754	46.22463289	3.833512835
CV702_RS09445	-	NZ_CP024954.1:1993375-1994254	94.6726	46.37020007	3.836657013
CV702_RS04685	-	NZ_CP024954.1:965105-966176	94.8109	46.43793876	3.838116771
CV702_RS10635	radA	NZ_CP024954.1:2215976-2217338	94.8311	46.44783263	3.838329804
CV702_RS07915	-	NZ_CP024954.1:1670692-1671817	95.0349	46.54765293	3.840476582
CV702_RS01455	-	NZ_CP024954.1:284449-285727	95.0894	46.57434677	3.841049891
CV702_RS06480	-	NZ_CP024954.1:1372919-1373888	95.1405	46.59937531	3.841587136
CV702_RS06945	-	NZ_CP024954.1:1468460-1469582	95.1901	46.62366916	3.842108334
CV702_RS04715	-	NZ_CP024954.1:973578-974670	95.5745	46.8119465	3.846138437
CV702_RS03920	-	NZ_CP024954.1:789626-791789	95.5895	46.81929343	3.846295371
CV702_RS06325	-	NZ_CP024954.1:1338717-1339446	95.9434	46.99263201	3.849990824
CV702_RS05420	-	NZ_CP024954.1:1117605-1118073	96.02	47.03015033	3.850788892
CV702_RS04935	whiA	NZ_CP024954.1:1017433-1018351	96.4576	47.24448478	3.855335923
CV702_RS01410	-	NZ_CP024954.1:273782-274832	98.1571	48.07689199	3.872801646
CV702_RS03290	-	NZ_CP024954.1:656247-658050	98.1598	48.07821444	3.872829152
CV702_RS03930	-	NZ_CP024954.1:794698-795484	98.3315	48.1623123	3.874576813
CV702_RS04680	-	NZ_CP024954.1:963636-964881	98.368	48.18018983	3.874947937
CV702_RS00385	prmA	NZ_CP024954.1:73138-74092	98.6631	48.32472845	3.877943406
CV702_RS08795	-	NZ_CP024954.1:1855699-1856479	98.9189	48.4500181	3.880532712
CV702_RS05090	-	NZ_CP024954.1:1049813-1050500	98.9367	48.45873646	3.880712641
CV702_RS06405	-	NZ_CP024954.1:1357765-1358542	99.1524	48.56438531	3.88289045
CV702_RS01150	dhaM	NZ_CP024954.1:224388-224760	99.3052	48.63922604	3.884430326
CV702_RS00410	dtd	NZ_CP024954.1:79491-79947	99.3313	48.6520097	3.884693117
CV702_RS11260	-	NZ_CP024954.1:2332236-2332725	99.6856	48.8255442	3.888253623
CV702_RS07995	-	NZ_CP024954.1:1690235-1690577	99.867	48.91439308	3.89007169
CV702_RS08985	-	NZ_CP024954.1:1891736-1892483	99.9797	48.96959301	3.891199555
CV702_RS03990	-	NZ_CP024954.1:808717-809635	100.032	48.99520931	3.891722524
CV702_RS10470	arcC	NZ_CP024954.1:2176444-2177389	100.195	49.07504596	3.893350677
CV702_RS01570	-	NZ_CP024954.1:305808-306759	100.349	49.15047444	3.894886499
CV702_RS04880	hrcA	NZ_CP024954.1:1003433-1004477	100.5	49.22443354	3.896390117
CV702_RS02575	-	NZ_CP024954.1:504103-504802	100.543	49.24549474	3.896817886
CV702_RS09935	-	NZ_CP024954.1:2073684-2074947	101.227	49.58051477	3.903597909
CV702_RS05655	-	NZ_CP024954.1:1162147-1162507	101.308	49.62018819	3.904397771
CV702_RS05305	-	NZ_CP024954.1:1088078-1088321	101.355	49.64320857	3.904861595
CV702_RS03995	-	NZ_CP024954.1:809631-811134	101.588	49.75733089	3.907157807
CV702_RS00375	-	NZ_CP024954.1:72310-72595	101.752	49.83765733	3.90877087
CV702_RS00955	-	NZ_CP024954.1:190133-191381	101.902	49.91112663	3.910243957
CV702_RS02235	-	NZ_CP024954.1:445916-447062	101.911	49.91553479	3.910332273
CV702_RS06300	-	NZ_CP024954.1:1332705-1334532	101.929	49.92435111	3.910508882
CV702_RS00435	-	NZ_CP024954.1:83937-84429	102.498	50.20304467	3.916075676
CV702_RS01580	-	NZ_CP024954.1:307783-308725	102.557	50.23194259	3.916651131
CV702_RS00045	-	NZ_CP024954.1:12846-13200	102.646	50.27553438	3.917518565
CV702_RS07765	-	NZ_CP024954.1:1637309-1638164	102.679	50.29169763	3.917840006
CV702_RS05630	-	NZ_CP024954.1:1157193-1158480	102.955	50.42688114	3.920524389
CV702_RS00635	-	NZ_CP024954.1:125737-126793	103.103	50.49937086	3.921960878
CV702_RS00790	-	NZ_CP024954.1:157362-157569	103.178	50.53610551	3.922688041
CV702_RS05015	parE	NZ_CP024954.1:1033319-1035254	103.315	50.60320747	3.924014963
CV702_RS03620	rbfA	NZ_CP024954.1:728859-729219	103.425	50.65708496	3.925079102
CV702_RS00775	-	NZ_CP024954.1:153176-154229	103.464	50.67618698	3.925456115
CV702_RS05645	-	NZ_CP024954.1:1160114-1161182	104.125	50.99994171	3.93182449
CV702_RS05390	-	NZ_CP024954.1:1108711-1109458	105.121	51.48777789	3.941344457
CV702_RS06795	-	NZ_CP024954.1:1441655-1442489	105.317	51.58377778	3.943207239
CV702_RS03485	-	NZ_CP024954.1:699851-700328	105.421	51.6347165	3.944194247
CV702_RS05200	yidA	NZ_CP024954.1:1069297-1070113	105.499	51.67292054	3.944933864
CV702_RS11420	-	NZ_CP024954.1:2351815-2352634	105.691	51.76696125	3.946752132
CV702_RS10570	-	NZ_CP024954.1:2204908-2205619	105.911	51.87471622	3.948831508
CV702_RS07820	-	NZ_CP024954.1:1650130-1651201	106.143	51.98834875	3.951019631
CV702_RS06035	ilvC	NZ_CP024954.1:1275525-1276548	106.239	52.0353691	3.951923662
CV702_RS03175	-	NZ_CP024954.1:630384-631413	106.741	52.28124637	3.956637729
CV702_RS07775	-	NZ_CP024954.1:1639483-1639723	106.855	52.33708304	3.957705165
CV702_RS01830	-	NZ_CP024954.1:365193-365664	106.921	52.36940954	3.958322633
CV702_RS10990	-	NZ_CP024954.1:2271816-2272740	107.071	52.44287884	3.959724555
CV702_RS03635	-	NZ_CP024954.1:731202-732180	107.196	52.50410326	3.960891324
CV702_RS06560	-	NZ_CP024954.1:1386217-1389358	107.501	52.65349084	3.963732539
CV702_RS05450	-	NZ_CP024954.1:1122922-1123825	107.965	52.88075589	3.96803949
CV702_RS04900	-	NZ_CP024954.1:1008984-1010124	108.12	52.95667417	3.969474111
CV702_RS03910	-	NZ_CP024954.1:788769-789225	108.253	53.02181695	3.97070347
CV702_RS01245	-	NZ_CP024954.1:244380-244893	108.256	53.02328634	3.970731182
CV702_RS00845	-	NZ_CP024954.1:168065-168266	108.761	53.270633	3.975385204
CV702_RS04640	rpsN	NZ_CP024954.1:958093-958363	108.777	53.27846972	3.975532304
CV702_RS11655	-	NZ_CP024954.1:2400243-2400765	108.887	53.33234721	3.976543037
CV702_RS02975	brnQ	NZ_CP024954.1:588807-590178	108.908	53.34263291	3.976735879
CV702_RS06790	-	NZ_CP024954.1:1440945-1441515	109.87	53.81381605	3.985530238
CV702_RS06985	-	NZ_CP024954.1:1475370-1475622	110.005	53.87993842	3.986758209
CV702_RS05185	-	NZ_CP024954.1:1067309-1068002	110.403	54.07487698	3.990369697
CV702_RS07785	-	NZ_CP024954.1:1640179-1641412	110.684	54.21250947	3.992911684
CV702_RS01540	-	NZ_CP024954.1:300745-301441	110.743	54.2414074	3.993444591
CV702_RS08395	-	NZ_CP024954.1:1768442-1769876	111.099	54.41577455	3.996654085
CV702_RS07825	-	NZ_CP024954.1:1651193-1652054	111.521	54.62246819	4.000445303
CV702_RS05065	lspA	NZ_CP024954.1:1044956-1045409	111.691	54.7057334	4.001968519
CV702_RS12005	-	NZ_CP024954.1:2086803-2087313	111.744	54.73169255	4.00244293
CV702_RS01550	-	NZ_CP024954.1:302145-303843	111.916	54.81593735	4.003980979
CV702_RS07770	hemH	NZ_CP024954.1:1638277-1639222	112.137	54.92418213	4.005953727
CV702_RS02135	-	NZ_CP024954.1:428838-429753	112.762	55.23030423	4.011511792
CV702_RS02615	prfA	NZ_CP024954.1:510602-511676	112.909	55.30230414	4.012814574
CV702_RS10355	-	NZ_CP024954.1:2155092-2155551	112.954	55.32434494	4.013213046
CV702_RS01940	-	NZ_CP024954.1:385789-386779	113.172	55.43112032	4.015141175
CV702_RS02750	-	NZ_CP024954.1:534152-536165	113.926	55.80042602	4.021781504
CV702_RS11615	-	NZ_CP024954.1:2391872-2392487	114.08	55.87585451	4.023132346
CV702_RS00480	-	NZ_CP024954.1:92494-93430	114.364	56.01495639	4.025618733
CV702_RS11795	-	NZ_CP024954.1:2424672-2425263	114.443	56.05365022	4.026309272
CV702_RS00370	-	NZ_CP024954.1:70626-72180	114.689	56.17413988	4.028456507
CV702_RS04790	-	NZ_CP024954.1:986411-988079	114.829	56.24271123	4.029676455
CV702_RS03400	-	NZ_CP024954.1:681103-681520	115.546	56.5938945	4.035901108
CV702_RS08750	-	NZ_CP024954.1:1846493-1847087	115.735	56.68646583	4.037535484
CV702_RS02205	-	NZ_CP024954.1:442199-442709	115.878	56.75650656	4.038770303
CV702_RS03725	-	NZ_CP024954.1:746018-746369	115.91	56.77218002	4.039046417
CV702_RS11130	-	NZ_CP024954.1:2305594-2306251	115.937	56.78540449	4.03927933
CV702_RS11200	gntK	NZ_CP024954.1:2320401-2321913	116.378	57.00140424	4.043075903
CV702_RS05410	-	NZ_CP024954.1:1114376-1115153	116.866	57.24042438	4.047260369
CV702_RS08960	-	NZ_CP024954.1:1888031-1888601	117.029	57.32026102	4.048654157
CV702_RS09220	-	NZ_CP024954.1:1945966-1948342	117.117	57.36336301	4.049405825
CV702_RS09095	adhP	NZ_CP024954.1:1919879-1920902	117.958	57.77528091	4.056561018
CV702_RS10170	-	NZ_CP024954.1:2118256-2119540	117.995	57.79340334	4.05687464
CV702_RS04750	-	NZ_CP024954.1:980114-981659	118.281	57.93348481	4.059295539
CV702_RS00890	-	NZ_CP024954.1:176239-176530	118.79	58.18279065	4.063589618
CV702_RS09760	-	NZ_CP024954.1:2041525-2042107	118.837	58.20581103	4.063985196
CV702_RS07165	-	NZ_CP024954.1:1499361-1499664	118.96	58.26605586	4.065019692
CV702_RS03450	-	NZ_CP024954.1:691692-692616	118.963	58.26752525	4.06504491
CV702_RS06785	-	NZ_CP024954.1:1440002-1440725	119.027	58.29887215	4.065582748
CV702_RS02065	pgmB	NZ_CP024954.1:417815-418481	119.265	58.41544344	4.067580297
CV702_RS06135	-	NZ_CP024954.1:1295969-1296854	119.436	58.49919845	4.069013052
CV702_RS09515	-	NZ_CP024954.1:2006813-2007185	119.48	58.52074945	4.069381383
CV702_RS08055	-	NZ_CP024954.1:1700136-1700607	119.543	58.55160655	4.069908529
CV702_RS02555	-	NZ_CP024954.1:500009-500294	119.71	58.63340238	4.071304541
CV702_RS10100	-	NZ_CP024954.1:2104879-2105401	119.777	58.66621867	4.07186407
CV702_RS04510	-	NZ_CP024954.1:930721-931000	119.875	58.71421861	4.072681923
CV702_RS05025	-	NZ_CP024954.1:1035990-1036824	120.505	59.02278969	4.077923635
CV702_RS11100	-	NZ_CP024954.1:2297637-2298744	120.925	59.22850374	4.081402908
CV702_RS01480	lmrD	NZ_CP024954.1:289247-291242	121.282	59.40336068	4.084350802
CV702_RS02690	-	NZ_CP024954.1:524632-525259	121.55	59.53462584	4.08655809
CV702_RS06420	-	NZ_CP024954.1:1360362-1361112	121.852	59.68254404	4.089039583
CV702_RS00835	-	NZ_CP024954.1:165709-166615	122.011	59.7604215	4.090343594
CV702_RS06180	-	NZ_CP024954.1:1305107-1306574	122.607	60.05233953	4.095216508
CV702_RS03960	mutY	NZ_CP024954.1:802300-803464	122.661	60.07878848	4.095656842
CV702_RS01970	-	NZ_CP024954.1:393639-394386	122.875	60.18360469	4.097399968
CV702_RS06470	-	NZ_CP024954.1:1371640-1372267	123.193	60.33935961	4.099984621
CV702_RS04920	cls	NZ_CP024954.1:1013937-1015383	123.744	60.60923685	4.104447305
CV702_RS03975	alr	NZ_CP024954.1:805454-806558	123.997	60.73315508	4.106489761
CV702_RS03845	ftsY	NZ_CP024954.1:771734-773114	124.103	60.78507339	4.107344255
CV702_RS09080	-	NZ_CP024954.1:1916185-1917859	124.225	60.84482842	4.108326827
CV702_RS05430	-	NZ_CP024954.1:1118768-1119227	124.594	61.02556291	4.11129284
CV702_RS03080	-	NZ_CP024954.1:616634-618002	124.602	61.02948127	4.111357047
CV702_RS09335	pnp	NZ_CP024954.1:1969335-1971657	124.689	61.07209347	4.112055026
CV702_RS00415	-	NZ_CP024954.1:79939-80935	124.857	61.15437909	4.113401472
CV702_RS08150	pyrR	NZ_CP024954.1:1714450-1714972	125.612	61.52417458	4.11943018
CV702_RS06350	racE	NZ_CP024954.1:1341818-1342634	125.616	61.52613377	4.119462024
CV702_RS08680	pepF	NZ_CP024954.1:1829948-1831754	125.719	61.57658269	4.120281647
CV702_RS04780	-	NZ_CP024954.1:985399-985846	126.091	61.75878656	4.123236258
CV702_RS09665	-	NZ_CP024954.1:2031797-2032109	126.542	61.97968427	4.126806658
CV702_RS11550	-	NZ_CP024954.1:2375726-2376449	127.023	62.21527584	4.130600562
CV702_RS02585	-	NZ_CP024954.1:505298-506765	127.15	62.27747985	4.131599881
CV702_RS00780	-	NZ_CP024954.1:154561-155656	127.539	62.46801024	4.13465459
CV702_RS01165	-	NZ_CP024954.1:227081-227729	127.667	62.53070405	4.135657701
CV702_RS08170	-	NZ_CP024954.1:1717312-1718611	127.744	62.56841829	4.136260651
CV702_RS01180	-	NZ_CP024954.1:229798-230968	128.366	62.873071	4.141117948
CV702_RS05165	-	NZ_CP024954.1:1063286-1064558	128.399	62.88923425	4.141374992
CV702_RS03225	-	NZ_CP024954.1:641250-642024	128.455	62.91666279	4.141811038
CV702_RS00190	-	NZ_CP024954.1:37340-37862	128.742	63.05723406	4.144042791
CV702_RS06130	-	NZ_CP024954.1:1294681-1295962	128.852	63.11111155	4.144896848
